"idEditeur","libelleEditeur","exposant","distributeur","logoEditeur"
"147","Ilopeli","0","0",
"148","Intrafin","1","0","https://cdn1.philibertnet.com/c/8467-category_default/intrafin.jpg"
"149","La Boite de Jeu","1","0","https://laboitedejeu.fr/wp-content/uploads/2018/02/LBDJ-logo.png"
"150","Letheia","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2023/04/letheia.png"
"151","Lumberjacks","1","0","https://lumberjacks-studio.com/wp-content/uploads/2022/06/Logo-Site-final.png"
"152","Chèvre édition","0","0",
"153","Matagot","1","0","https://www.matagot.com/matagot-friends-logo.jpeg"
"154","Monolith","1","0","https://monolithedition.com/wp-content/uploads/2022/09/cropped-Monolith_Logo_2019-01-Light-v2-1.png"
"155","Origames","1","0","https://www.origames.fr/wp-content/uploads/2023/03/Logo-Origames-Editeur-scaled-1-150x87.png"
"157","Oya","1","0",
"158","Pearl Games","1","0",
"159","Wilson jeux","1","0","https://www.sancerre-lipopette.fr/img/m/61.jpg"
"160","Pixie Games","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2017/04/8238107383cbacbc905f81e8bddc143491c3.jpeg"
"161","Ravensburger","1","0","https://cf.geekdo-images.com/FNjyvxby-tnAx1UfqVNwPw__itemrep/img/MxPK4J_urbgkUdEEL9XmE2SewdQ=/fit-in/246x300/filters:strip_icc()/pic417413.jpg"
"162","Repos Prod","1","0","https://www.rprod.com/images/logo-repos.png"
"163","Runes Editions","1","0",
"164","Smart Games","1","0","https://d32bxxnq6qs937.cloudfront.net/sites/all/themes/zircon/images/logo.svg"
"165","Space Cowboy","1","0","https://cf.geekdo-images.com/ZyCgVPxUdzSg4dUx5cCzVw__itemrep/img/buWc8E5B89nx-iiKoKscBEfhziE=/fit-in/246x300/filters:strip_icc()/pic2617614.png"
"166","Superlude","0","0",
"167","Sweet November","0","0",
"168","Renegade France","0","0",
"169","Prizonners","0","0",
"170","Deal Prod","0","0",
"171","Casus Belli Diffusion","0","0",
"172","Roussignol Editions","0","0",
"173","Queen Games","1","0",
"174","Sit Down!","0","0",
"175","Lucky Duck Games","0","0","https://1565601437.rsc.cdn77.org/france/img/logo-1742845988.jpg"
"176","Brain Games","0","0","https://brain-games.com/cdn/shop/files/Brain_Games_retail_logo_RGB_1_440x.jpg?v=1682605717"
"177","Nut’s Publishing ","1","0","https://www.nutspublishing.com/eshop/image/cache/data/logo/logo_nuts-230x230.jpg"
"178","Fantasy Flight Games","0","0","https://cdn1.philibertnet.com/c/64-category_default/fantasy-flight-games.jpg"
"179","Z-Man Games","0","0",
"180","Fun Consortium","0","0",
"181","Gameworks","0","0",
"182","Ferti","1","0",
"183","Morning Family","0","0",
"184","Old Casa Games","0","0",
"185","Pink Monkey Games","1","0",
"186","Tactic","1","0",
"187","Buzzy Games","0","0","https://buzzygames.net/wp-content/uploads/2020/10/Logo-BUZZY-bleu.png"
"188","Capsicum Games","0","0",
"189","Cool Mini or Not","0","0",
"190","Chouic","1","0",
"191","La Haute Roche","0","0",
"192","Ludact","0","0",
"193","404 Editions","0","0","https://cf.geekdo-images.com/Sdan0Xj7oc6F_RuNL1xGlA__itemrep/img/gAe6AHf2fpQlbJdv8dteXOuQKi0=/fit-in/246x300/filters:strip_icc()/pic6553140.jpg"
"194","Editions Pera","0","0",
"195","Ludarden","0","0",
"196","Arborel","0","0",
"197","Ducale","1","0",
"198","Live Corp","0","0",
"199","Sorry we are french","1","0","https://sorryweare.fr/logo.png"
"200","Bragelonne","1","0",
"201","Don't Panic Games","1","0","https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png"
"202","DTDA","0","0",
"203","Maze Games","0","0",
"204","Weelingua","0","0",
"205","A.L.F.","0","0",
"206","Grrre Games","1","0","https://boutique.lepalaisdemidgard.fr/wp-content/uploads/2021/10/grrre-games.png.webp"
"207","Lifestyle boardgames","1","0","https://www.jeuxdenim.be/images/sites/LifestyleBoardgames-2020-12-27-13-36-27.jpg"
"208","Débâcle jeux","0","0","https://debacle.fr/wp-content/uploads/2018/12/logo-debacle-WEB-500px.jpg"
"209","Surfinmeeple","0","0",
"210","Game Brewer","0","0",
"211","Flatlined Games","0","0",
"212","Oka Luda","1","0","https://okaluda.fr/wp-content/uploads/2018/10/cropped-logo-nicofinal-FOND-TRANSPARENT.png"
"213","2 Tomatoes","0","0","https://cf.geekdo-images.com/J75yixxxfJewzxmDlW8pjQ__itemrep/img/Qtt8dvoFQZTxaEV1O9Q0TcuYLcY=/fit-in/246x300/filters:strip_icc()/pic2935671.png"
"214","Smile Life","1","0","https://static.wixstatic.com/media/471cb5_aaaca5cc12ae490e8a6e88f3f3dec10d~mv2_d_2481_1608_s_2.png"
"215","Subverti","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/12/subverti.png"
"216","Ludo.tech","1","0",
"218","Aurora","1","0",
"219","Les éditions de base","1","0","http://www.tutemetscombien.fr/wp-content/uploads/2018/06/logo-TTMC-accroche.png"
"220","Faire Play Editions","1","0",
"221","Spin Master","1","0",
"222","Schmidt Spiele","1","0","https://www.schmidtspiele.de/files/layout/logo.png"
"223","Studio H","1","0","https://cf.geekdo-images.com/IALiXfLAr4S63_BiaUo5Mw__itemrep/img/23zI646WO5CpzpvaLyLHaOKo0fM=/fit-in/246x300/filters:strip_icc()/pic4972566.jpg"
"224","DV Giochi","0","0","https://www.dvgiochi.com/img/dVGames_logo.png"
"225","Sylex Edition","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2020/02/sylex.png"
"226","Game Factory","0","0",
"227","Delicious games","0","0",
"228","Loki","0","0","https://loki-kids.com/wp-content/uploads/2017/11/logo-loki-final.png"
"229","Funny Fox","0","0","https://funnyfox.fr/wp-content/uploads/sites/21/2019/09/FunnyfoxNEW3-1024x715.png"
"230","Holy Grail","0","0","https://ludovox-fr.exactdn.com/wp-content/uploads/2023/02/up_Holygrailend.jpg?strip=all&lossy=1&ssl=1"
"231","Oink Games","0","0","https://cf.geekdo-images.com/gFvFfiTTQdDLYCZY5fpNyg__itemrep/img/TsVn2_P8NX3F5INlblEIVUkSbYo=/fit-in/246x300/filters:strip_icc()/pic4137364.jpg"
"232","Ludiconcept","1","0",
"233","Mandoo Games","0","0","https://www.delijeux.com/sites/default/files/styles/medium/public/field-images/editeur/unnamed.jpg"
"235","I{Cœur}Games","0","0",
"236","Sand Castle Games","0","0",
"237","Kosmos","0","0",
"238","Explor8","1","0","https://www.jeuxdenim.be/images/sites/Explor8-2020-02-02-11-52-08.jpg"
"239","KYF Editions","1","0","https://kyf-edition.com/wp-content/uploads/2024/04/Logo_KYF_EDITION.webp"
"240","Magilano","0","0",
"241","Big Potato Games","0","0","https://cdn.shopify.com/s/files/1/0525/4565/0856/files/big-potato-logo-hr_26556f52-a999-41e1-8b7d-9ab0b99811f3.png"
"243","Ludistri","1","0","https://ludistri.fr/medias-ludistri/logo_ludistri.jpg"
"244","Borderline éditions","1","0","http://borderlineeditions.com/images/borderline.jpg"
"245","Jyde","1","0",
"246","Le lapin sigma","0","0",
"247","Ouimba Games","0","0",
"248","Arkada Studio","1","0","https://images.squarespace-cdn.com/content/v1/65f6ee2fdfc1a4278a3c0a80/5fa7fbf8-e4e4-4f29-9143-e7728bb47036/Arkada+Studio+2024+avec+contour.png?format"
"249","Pétard Troll","0","0",
"250","OTBA","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/OTBA_RVB_Horiz.png"
"251","Capitaine Meeple","1","0","https://www.capitainemeeple.com/wp-content/uploads/2021/08/LOGO_CM_horizontal_bleu-250x103.png"
"252","Huch!","0","0",
"253","Granna","0","0","https://cdn.1j1ju.com/thumbs/logo-lg-webp/medias/88/b2/23-logo-granna.webp"
"254","Darucat","1","0","https://ik.imagekit.io/heredity/www/tr:w-250/logo_79BIFnXMaG.png"
"255","Alternative Shift","0","0",
"256","Poptalks","1","0","https://cdn10.trictrac.net/trictrac/9d/07/c3845e891a13be30da24a6375904170d18c20e04ed943b48c3208c3e5eb7.jpeg"
"257","Cheesecake","1","0",
"258","Bières et Cookies à 10h21","0","0",
"259","Ice Makes","0","0",
"261","Gate on Games","0","0",
"262","Oppi","0","0",
"264","Mythic Games","0","0",
"265","Helvetiq","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2023/04/helvetiq.png"
"266","Ouimba Games","1","0",
"267","Les éditions du Crapaud Céleste","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-jM9Bo1zngcRuftuPxwcBq2vORnHIyyZtxQ&s"
"268","ATM Gaming","0","0","https://www.atmgaming.eu/wp-content/uploads/2022/04/ATM_Logo.svg"
"269","Spiral édition","0","0","https://subverti.com/assets/img/maps/publishers/spiral-editions/logo.webp"
"270","Multivers","0","0","https://cf.geekdo-images.com/rZSBwfRKdt54FaWCGT2xSA__itemrep/img/ta0mDGFEfq901evcV2ANwzvJFKo=/fit-in/246x300/filters:strip_icc()/pic6158179.jpg"
"271","Winning Moves","1","0","https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png"
"272","Nostromo Editions","1","0","https://i0.wp.com/nostromo-editions.com/wp-content/uploads/2021/04/Logo-generique-noir.png?fit=3000%2C1000&ssl=1"
"273","Olibirus","1","0",
"274","Old Hen Games","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8oSZZOwNRFyDAVimh_syBHOySzL614sn1Mw&s"
"275","Palladis Games","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2023/04/palladis_games.png"
"276","Riviera Games","1","1",
"278","Cosmoludo","1","0","https://www.ludifolie.com/img/m/415-large_default.jpg"
"279","Ludically","1","0","http://www.ludically.com/wp-content/uploads/2021/05/191383818_773693809959087_8264062586909937883_n-300x99.png"
"280","Ghost Dog Games","1","0","http://ghostdoggames.com/wp-content/uploads/2021/10/Logo_Noir_Blanc_Fond-1.png"
"281","Cartamundi","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTziVRy0Wyj6-gHNBTLXpjgUcEWhwpfJK63jg&s"
"283","Auzou","1","0","https://www.auzou.fr/img/prestashop-logo-1624440119.jpg"
"284","Betula","1","0","https://momes-ecompagnie.com/img/m/8.jpg"
"285","Ajax Games","1","0","https://cdn1.philibertnet.com/c/9184-category_default/ajax-games.jpg"
"286","Azao Games","0","0",
"287","Captain Games","1","0",
"288","GDM Games","0","0",
"289","Grammes édition","0","0",
"290","Hot Macaco","1","0",
"291","Kloster Games","0","0",
"292","La Rose Noire","0","0",
"293","Legacy of Crown","0","0",
"295","Yoka By Tsume","0","0",
"297","Goula","0","0","https://www.lesjouetsenbois.com/images/logo.png"
"298","Open World Editions","0","0","https://openworldeditions.com/wp-content/uploads/2022/09/OpenWorld_logoTransparent_white-150x118.png"
"299","Zacatrus","1","0","https://static.zacatrus.com/version1678636716/frontend/zaca/z2023/fr_FR/images/logo.svg"
"300","Puzzle Michèle Wilson - PMWD ","0","0","https://puzzlemichelewilson.com/cms-cache/FR-LOGO.png"
"301","Mindtwister","0","0","https://cf.geekdo-images.com/T8wqToUv4K6oWRWEnqiq8g__itemrep/img/Af5QqGnevFqtNPXx6Q_HtU1puRM=/fit-in/246x300/filters:strip_icc()/pic1050905.jpg"
"302","Huch & Friends !","0","0","https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/HUCH_Logo_blau_RZ_17_300dpi.jpg/250px-HUCH_Logo_blau_RZ_17_300dpi.jpg"
"303","Placentia Games","0","0","https://postscriptum-games.it/wp-content/uploads/2019/05/PostScriptum-Placentia-300x192.jpg"
"304","Benjamin Roucayrol","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTrB8MPLyKQ-CiUoio2-qdgs82jH7ZJ_-94A&s"
"305","This way editions","1","0","https://thiswayeditions.com/wp-content/uploads/2021/07/cropped-ThisWayLogo-550.png"
"306","Association du Festival du Jeu de Montpellier","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"308","Editions Napoléon","0","0","https://media1.sebio.fr/c/4595-medium_default/xnapoleon-editions.jpg.pagespeed.ic.VMv_ramTfy.webp"
"309","Itanooki","1","0","https://scontent-mrs2-2.xx.fbcdn.net/v/t39.30808-6/309847241_433704705560118_8949074585674925956_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=Y7G1"
"310","Runaway Parade Games","0","0","https://images.squarespace-cdn.com/content/v1/5afc5c6be2ccd15d50b0f819/535ae20d-9f07-4ba5-9324-b88d70b7ab76/LogoColor.png?format=1500w"
"311","Nothing But Games","1","0","https://static.wixstatic.com/media/c79105_c2d6f6164f7240488122784a6c4b8ec9~mv2.jpg/v1/fill/w_978,h_620,al_c,q_85,enc_auto/Site%20en%20construction%20-"
"312","Exploding Kittens","0","0","https://th.bing.com/th?id=OIP.lmwyhwkn6Lvc9lYPo4am6AHaHa&w=250&h=250&c=8&rs=1&qlt=90&o=6&pid=3.1&rm=2"
"313","Synapse Game","1","0","https://jeuxsynapsesgames.com/wp-content/themes/synapses-games/images/synapses-games-logo.svg"
"316","Hurrican Games","0","0","https://hurricangames.com/wp-content/uploads/2022/07/hurricangames-logo-coin-850x650-1.png"
"317","Zman Games","0","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkfQW3S6WIGLNV2P4_dFdIx3kXyBNTH_UzhKqWbpeAXw&s"
"318","Rebel Studio","0","0","https://cf.geekdo-images.com/UIiwFsGSvHccjqu0701soQ__itemrep/img/r9KY44PIt1BI3jLjSSY941HRxMA=/fit-in/246x300/filters:strip_icc()/pic5913945.png"
"319","Space Cow","0","0","https://plateaumarmots.fr/wp-content/uploads/2018/07/Logo_Space_Cow.jpg"
"320","Zygomatic","0","0","https://www.zygomatic-games.com/wp-content/uploads/2022/03/logo_zygomatic_couleur.jpg"
"321","Lubee","0","0","https://www.lubee-edition.com/cdn/storage/localized-configs-files/LJz3N8a74XM4CQHwa/original/LJz3N8a74XM4CQHwa.png"
"322","KPM Studios","0","0","https://legacyofthecrown.com/images/title.webp"
"323","DGT","0","0","https://digitalgametechnology.com/assets/images/logo.svg?id=1c0ecdaa94b1caeac615"
"324","Critical Hut","1","0","https://www.festivaldujeu-montpellier.org/piscine/assets/images/CH_Icon_rgb"
"325","Linclusif","1","0","https://linclusif.fr/wp-content/uploads/2022/02/linclusif-Inline-Logo.svg"
"326","PlayPunk","1","0","https://cf.geekdo-images.com/HKpfJMHyviAynfHeOXrJOg__itemrep/img/AIoTyZgU6DbLX7HkhflKOk6qQiM=/fit-in/246x300/filters:strip_icc()/pic7638939.png"
"328","Pyxidice","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2024/04/pyxidice.png"
"329","Al Wirzo","1","0","https://ddnvb5fufqb8o.cloudfront.net/display/92198aa5f45a34beef05924a2059bfb840bb28eb/thumbnail/180x180/avatars/2023/02/08/logo-carre.jcW7bODlWV.png"
"330","Rouge Neige","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2024/03/rougeneige.png"
"331","Savana","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU8vR_wxC3I4-NsHIOgUeY2xAk63veOKIzDQ&s"
"332","Next Move","1","0","https://cdn.svc.asmodee.net/production-nextmove/uploads/sites/4/2024/04/Logo_Next_move-1.svg"
"333","Yaqua Studio","0","0","https://static.wixstatic.com/media/46010f_597e9093425242719d748c70724dfdbc~mv2.png/v1/fill/w_119,h_45,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo-yaqua"
"334","Aspic Games","0","0","https://aspicgames.fr/wp-content/uploads/2023/07/Aspic_Games_White_LOGO.png"
"335","Bad Boom Games","1","0","https://www.neoludis.com/wp-content/uploads/2024/02/badboomgames_logo-300x300.png"
"336","inPatience","1","0","https://trukmuchspot.fr/wp-content/uploads/2019/05/Editeur-Logo-InPatience-300x300.png"
"337","Laboludic","1","0","https://www.laboludic.com/img/laboludic-logo-1591783379.jpg"
"338","Arkham Society","1","0",
"339","Musoka Studio","1","0","https://static.wixstatic.com/media/4b8b39_3d1dab1445d14d849f48432a0fb7405f~mv2.png/v1/fill/w_117,h_117,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/4b8b39_3d"
"340","Celtic Tales","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/celtic_tales.png"
"341","Editions Lourdeur","1","0","https://cdn2.philibertnet.com/c/15955-category_default/editions-lourdeur.jpg"
"342","Rose Noire Edition","1","0",
"343","Occicat Games","1","0","https://www.occicat.com/wp-content/uploads/2020/10/cropped-4_logo_occicat_master_rvb-1024x1024.png"
"344","Theta World","1","0",
"345","Les Editions du Genepi","0","0","https://assets-global.website-files.com/5f9e8c17d5fd037de6f10adf/65ccd26a0963f78916fc83a7_LOGO_petrole_RVB%201.svg"
"346","Piatnik","0","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZrsUqkeJhXN-LMF6t_BM5V6ZZlF2UtnWfn5qYTuWGww&s"
"347","Garajeux","1","0","https://static.wixstatic.com/media/8398cc_ad5c42a3abb445e6adae5d0699d21599~mv2.png/v1/fill/w_415,h_487,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo%2520"
"348","Happy Baobab","0","0","https://cdn1.philibertnet.com/c/10280-category_default/happy-baobab.jpg"
"349","Joodini editions","1","0","https://www.joodini.com/wp-content/uploads/2022/05/cropped-joodini_couleurs2.png"
"350","Arthory","1","0","https://static.wixstatic.com/media/cf983b_d9c596a1777c485eb8bb5eb6323c74d2~mv2.png/v1/fill/w_121,h_65,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo%20ref"
"351","Sidekick Games","0","0","https://www.sidekickgames.co.uk/resources/35229387_825955467615210_1058547183189491712_o.png"
"352","Kanare-abstract","0","0","https://kanare-abstract.com/cdn/shop/files/Kanare_Abstract_logo_9193ba8c-2576-42d8-ad75-97a1c3755cfc.png?v=1655034412&width=500"
"353","Korea Boardgames","0","0","https://cdn.1j1ju.com/thumbs/logo-lg-webp/medias/e3/65/f0-logo-korea-boardgames-co-ltd.webp"
"354","Actarus Éditions","1","0","https://www.agorajeux.com/img/m/411.jpg"
"355","Lookout Games","0","0","https://www.espritjeu.com/upload/image/-image-88339-grande.jpg"
"356","Teeturtle","0","0","https://cdn.1j1ju.com/thumbs/logo-lg-webp/medias/96/49/13-logo-teeturtle.webp"
"357","Spin Master","0","0","https://www.espritjeu.com/upload/image/-image-86614-grande.jpg"
"358","Office Dog","0","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIVfd7dk7Zk-2acW7j9Z2fJ_mmoM-UPdsD6Axzy6kcNNnsjcUxWSCX-dR6fcL7r0oLGtg&usqp=CAU"
"359","DS4Games","0","0","https://cdn3.philibertnet.com/c/16576-category_default/ds4-games.jpg"
"360","Board Game Arena","1","0","https://ludovox-fr.exactdn.com/wp-content/uploads/2016/07/UP-Board-game-arena-BGA-Ludovox-Jeu-de-soci--t--.png"
"362","Enigami","0","0",
"363","Bakakou","0","0","https://subverti.com/assets/img/maps/publishers/bakakou/logo.webp?v=1743520733"
"364","AEG - Alderac Games","0","0","https://www.alderac.com/wp-content/uploads/elementor/thumbs/cropped-aeglogo-q2vw7mpj2r596izgsuk5ackbl4gudlym5yqma8jvq0.png"
"365","Pegasus Spiele","0","0","https://pegasus.de/media/vector/8e/62/0b/Peg_Log_Hor_Duo_Neg_1201.svg"
"366","Métropole de Montpellier","1","0","https://www.montpellier3m.fr/sites/default/files/theme_zen_site_3m_0.jpg"
"367","Association Jeux et histoire","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHNYRgnBEffS84eregSvepmltN59geCcU74A&s"
"368","Olémains Games","1","0","https://cdn.1j1ju.com/thumbs/logo-md/medias/e2/c8/4a-olemains-le-coup-du-lapin-logo.jpg"
"369","Widyka","1","0","https://widyka.com/wp-content/uploads/2023/06/Widyka_Logo.png"
"370","NeverEnding","1","0","https://ohmonjeu.com/cdn/shop/files/ohmondieu-logo.png?v=1737026324&width=220"
"371","Ætherscape","1","0","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUzXjKOJKkwN1FWzfErCieJy1Q5c-VnwCVGg&s"
"372","utilepourvous","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/Utile_pour_vous_logo2.jpg"
"373","Ma petite Fratrie","1","0","https://ma-petite-fratrie.fr/wp-content/uploads/2023/03/cropped-Logo-Final-color-1920x895.png"
"374","Goupille","1","0","https://goupille-store.com/cdn/shop/files/Fichier_2.png?v=1666879356&width=200"
"375","Hiboutatillus","0","0","https://cdn.dorik.com/61f267921ef20c00110744af/61f267ca1ef20c00110744b3/images/2019_BMC_LOGO-HIBOUTATILLUS-RVB_72dpi_20ihad5s.png"
"376","Les Tontons Joueurs","0","0","https://wordpress.blackrockgames.fr/wp-content/uploads/2022/11/Capture-decran-2022-11-15-a-11.10.58-229x300.png"
"377","Big Moustache Games","0","0","https://blackrockgames.fr/upload/editor/350_20241022162649.png"
"378","Thundergryph Games","1","0","https://blackrockgames.fr/upload/editor/350_20210106094040.png"
"379","Spielwiese","0","0","https://wordpress.blackrockgames.fr/wp-content/uploads/2022/11/Spielwiese-290x300.png"
"380","Blue Table - Neoludis","1","0","https://neoludis.com/wp-content/uploads/2021/03/logo-neoludis-web-80x80.png"
"381","Pok'In Games","1","0","https://pokilejeu.fr/img/logo-1708377638.jpg"
"382","Achète ma merde !","1","0","https://cdn.sumup.store/shops/24205972/settings/th480/e30a2b86-d7dc-4d2e-8b1e-d46e1fb11542.png"
"383","Ludogamie","1","0","https://images.squarespace-cdn.com/content/v1/6574502c8e6d4445cf96f5ef/928e853b-0521-46c3-a187-d49941b5dad9/logo-ludogamie-base.png?format=1500w"
"384","Platypus Game","1","0","https://static.wixstatic.com/media/cf6fdc_4099e620e3f14ace8e2cf9fd811c65b8~mv2.png/v1/fill/w_460,h_472,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logo-plat"
"385","Je suis d'ailleurs","1","0","https://cdn.sender.net/email_images/342933/images/all/logo_jesuisdailleurs_noir.png"
"386","Tribuo","0","0","https://cdn.myportfolio.com/ded15c88-92f7-4fc1-b217-22fec86043c2/23782731-55b4-4195-8a7f-c3032bb7b461_rw_1920.png?h=20dc1b9ccb0bef9c989406f1271df8b5"
"387","Boxabonheur","1","0","https://boxabonheur.com/wp-content/uploads/2024/03/cropped-Logo-Boxabonheur-1.png"
"388","Sortons Jouer - Proto","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"389","Sortons Jouer - Tables invitées","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"390","Sortons Jouer - classiques","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"391","Sortons Jouer - concours Subverti","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"392","Sortons Jouer - Espace exposition","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2019/11/cropped-logo_FJM_FINAL_160.png"
"393","Le Coq Ludique","1","0","https://www.festivaldujeu-montpellier.org/wp-content/uploads/2025/04/LeCoqLudique_Logo.jpeg"
"394","Fentasy","0","0",
"395","Final Score","0","0","https://cf.geekdo-images.com/79tVJ7mMUwuJP2f07s8Hsw__itemrep/img/Vf_3piP-mz78vW0PXNV_w3AOYxY=/fit-in/246x300/filters:strip_icc()/pic8649293.png"
